name_state,state_code,name_county,fips_county,party,vote,vote_total,candidate_shortname,vote_share,vote_d,vote_share_d,vote_r,vote_share_r,r_winner,r_margin,gdp,pop_est,gdp_per_capita,gdp_weighted_by_vote_share,name_county_with_state
ALABAMA,AL,AUTAUGA,01001,DEMOCRAT,7503,27770,Biden,0.27018365142239825,7503,0.27018365142239825,19838,0.714368023046453,1,0.4441843716240547,1737286,55869,31.095706026597934,469386.2750450126,AUTAUGA (AL)
ALABAMA,AL,AUTAUGA,01001,REPUBLICAN,19838,27770,Trump,0.714368023046453,7503,0.27018365142239825,19838,0.714368023046453,1,0.4441843716240547,1737286,55869,31.095706026597934,1241061.5652862801,AUTAUGA (AL)
ALABAMA,AL,BALDWIN,01003,DEMOCRAT,24578,109679,Biden,0.22409029987509005,24578,0.22409029987509005,83544,0.7617137282433283,1,0.5376234283682382,7223316,223234,32.35759785695728,1618675.048532536,BALDWIN (AL)
ALABAMA,AL,BALDWIN,01003,REPUBLICAN,83544,109679,Trump,0.7617137282433283,24578,0.22409029987509005,83544,0.7617137282433283,1,0.5376234283682382,7223316,223234,32.35759785695728,5502098.960639685,BALDWIN (AL)
ALABAMA,AL,BARBOUR,01005,DEMOCRAT,4816,10518,Biden,0.45788172656398557,4816,0.45788172656398557,5622,0.5345122646891044,1,0.07663053812511883,834832,24686,33.81803451348943,382254.3175508652,BARBOUR (AL)
ALABAMA,AL,BARBOUR,01005,REPUBLICAN,5622,10518,Trump,0.5345122646891044,4816,0.45788172656398557,5622,0.5345122646891044,1,0.07663053812511883,834832,24686,33.81803451348943,446227.9429549344,BARBOUR (AL)
ALABAMA,AL,BIBB,01007,DEMOCRAT,1986,9595,Biden,0.20698280354351226,1986,0.20698280354351226,7525,0.7842626367899947,1,0.5772798332464825,467477,22394,20.875100473341075,96759.70005211048,BIBB (AL)
ALABAMA,AL,BIBB,01007,REPUBLICAN,7525,9595,Trump,0.7842626367899947,1986,0.20698280354351226,7525,0.7842626367899947,1,0.5772798332464825,467477,22394,20.875100473341075,366624.7446586764,BIBB (AL)
ALABAMA,AL,BLOUNT,01009,DEMOCRAT,2640,27588,Biden,0.09569377990430622,2640,0.09569377990430622,24711,0.8957155284906481,1,0.8000217485863419,975948,57826,16.87732162003251,93392.15311004785,BLOUNT (AL)
ALABAMA,AL,BLOUNT,01009,REPUBLICAN,24711,27588,Trump,0.8957155284906481,2640,0.09569377990430622,24711,0.8957155284906481,1,0.8000217485863419,975948,57826,16.87732162003251,874171.778599391,BLOUNT (AL)
ALABAMA,AL,BULLOCK,01011,DEMOCRAT,3446,4613,Biden,0.7470192933015392,3446,0.7470192933015392,1146,0.24842835464990246,0,-0.49859093865163673,272268,10101,26.954558954558955,203389.44894862347,BULLOCK (AL)
ALABAMA,AL,BULLOCK,01011,REPUBLICAN,1146,4613,Trump,0.24842835464990246,3446,0.7470192933015392,1146,0.24842835464990246,0,-0.49859093865163673,272268,10101,26.954558954558955,67639.09126381965,BULLOCK (AL)
ALABAMA,AL,BUTLER,01013,DEMOCRAT,3965,9488,Biden,0.4178962900505902,3965,0.4178962900505902,5458,0.5752529510961214,1,0.1573566610455312,664893,19448,34.18824557795146,277856.3179806071,BUTLER (AL)
ALABAMA,AL,BUTLER,01013,REPUBLICAN,5458,9488,Trump,0.5752529510961214,3965,0.4178962900505902,5458,0.5752529510961214,1,0.1573566610455312,664893,19448,34.18824557795146,382481.66041315347,BUTLER (AL)
ALABAMA,AL,CALHOUN,01015,DEMOCRAT,15216,50983,Biden,0.29845242531824334,15216,0.29845242531824334,35101,0.6884843967597042,1,0.39003197144146085,4590003,113605,40.40317767703886,1369897.527568013,CALHOUN (AL)
ALABAMA,AL,CALHOUN,01015,REPUBLICAN,35101,50983,Trump,0.6884843967597042,15216,0.29845242531824334,35101,0.6884843967597042,1,0.39003197144146085,4590003,113605,40.40317767703886,3160145.4465802326,CALHOUN (AL)
ALABAMA,AL,CHAMBERS,01017,DEMOCRAT,6365,15284,Biden,0.41644857367181365,6365,0.41644857367181365,8753,0.5726903951845067,1,0.15624182151269306,953730,33254,28.680158777891382,397179.4981680188,CHAMBERS (AL)
ALABAMA,AL,CHAMBERS,01017,REPUBLICAN,8753,15284,Trump,0.5726903951845067,6365,0.41644857367181365,8753,0.5726903951845067,1,0.15624182151269306,953730,33254,28.680158777891382,546192.0105993196,CHAMBERS (AL)
ALABAMA,AL,CHEROKEE,01019,DEMOCRAT,1624,12301,Biden,0.13202178684659785,1624,0.13202178684659785,10583,0.8603365580034144,1,0.7283147711568165,598746,26196,22.85639028859368,79047.51678725307,CHEROKEE (AL)
ALABAMA,AL,CHEROKEE,01019,REPUBLICAN,10583,12301,Trump,0.8603365580034144,1624,0.13202178684659785,10583,0.8603365580034144,1,0.7283147711568165,598746,26196,22.85639028859368,515123.07275831234,CHEROKEE (AL)
ALABAMA,AL,CHILTON,01021,DEMOCRAT,3073,19310,Biden,0.1591403417918177,3073,0.1591403417918177,16085,0.8329880890730191,1,0.6738477472812014,1088804,44428,24.507157648329883,173272.6407042983,CHILTON (AL)
ALABAMA,AL,CHILTON,01021,REPUBLICAN,16085,19310,Trump,0.8329880890730191,3073,0.1591403417918177,16085,0.8329880890730191,1,0.6738477472812014,1088804,44428,24.507157648329883,906960.7633350595,CHILTON (AL)
ALABAMA,AL,CHOCTAW,01023,DEMOCRAT,3127,7464,Biden,0.41894426580921756,3127,0.41894426580921756,4296,0.5755627009646302,1,0.15661843515541268,610383,12589,48.48542378266741,255716.45779742763,CHOCTAW (AL)
ALABAMA,AL,CHOCTAW,01023,REPUBLICAN,4296,7464,Trump,0.5755627009646302,3127,0.41894426580921756,4296,0.5755627009646302,1,0.15661843515541268,610383,12589,48.48542378266741,351313.6881028939,CHOCTAW (AL)
ALABAMA,AL,CLARKE,01025,DEMOCRAT,5755,13135,Biden,0.4381423677198325,5755,0.4381423677198325,7324,0.5575942139322421,1,0.11945184621240956,898449,23622,38.03441706883414,393648.5721355158,CLARKE (AL)
ALABAMA,AL,CLARKE,01025,REPUBLICAN,7324,13135,Trump,0.5575942139322421,5755,0.4381423677198325,7324,0.5575942139322421,1,0.11945184621240956,898449,23622,38.03441706883414,500969.963913209,CLARKE (AL)
ALABAMA,AL,CLAY,01027,DEMOCRAT,1267,6930,Biden,0.18282828282828284,1267,0.18282828282828284,5601,0.8082251082251082,1,0.6253968253968254,446444,13235,33.73207404608991,81622.5898989899,CLAY (AL)
ALABAMA,AL,CLAY,01027,REPUBLICAN,5601,6930,Trump,0.8082251082251082,1267,0.18282828282828284,5601,0.8082251082251082,1,0.6253968253968254,446444,13235,33.73207404608991,360827.2502164502,CLAY (AL)
ALABAMA,AL,CLEBURNE,01029,DEMOCRAT,675,7227,Biden,0.09339975093399751,675,0.09339975093399751,6484,0.8971910889719109,1,0.8037913380379134,293412,14910,19.67887323943662,27404.607721046075,CLEBURNE (AL)
ALABAMA,AL,CLEBURNE,01029,REPUBLICAN,6484,7227,Trump,0.8971910889719109,675,0.09339975093399751,6484,0.8971910889719109,1,0.8037913380379134,293412,14910,19.67887323943662,263246.6317974263,CLEBURNE (AL)
ALABAMA,AL,COFFEE,01031,DEMOCRAT,5076,22275,Biden,0.22787878787878788,5076,0.22787878787878788,16899,0.7586531986531987,1,0.5307744107744108,1508238,52342,28.815062473730464,343695.44727272727,COFFEE (AL)
ALABAMA,AL,COFFEE,01031,REPUBLICAN,16899,22275,Trump,0.7586531986531987,5076,0.22787878787878788,16899,0.7586531986531987,1,0.5307744107744108,1508238,52342,28.815062473730464,1144229.583030303,COFFEE (AL)
ALABAMA,AL,COLBERT,01033,DEMOCRAT,8343,27886,Biden,0.2991823854263788,8343,0.2991823854263788,19203,0.688625116545937,1,0.38944273111955824,2668227,55241,48.30156948643218,798286.5187190705,COLBERT (AL)
ALABAMA,AL,COLBERT,01033,REPUBLICAN,19203,27886,Trump,0.688625116545937,8343,0.2991823854263788,19203,0.688625116545937,1,0.38944273111955824,2668227,55241,48.30156948643218,1837408.128846016,COLBERT (AL)
ALABAMA,AL,CONECUH,01035,DEMOCRAT,2966,6441,Biden,0.46048750194069243,2966,0.46048750194069243,3442,0.5343890700201832,1,0.07390156807949078,418672,12067,34.69561614320046,192793.2234125136,CONECUH (AL)
ALABAMA,AL,CONECUH,01035,REPUBLICAN,3442,6441,Trump,0.5343890700201832,2966,0.46048750194069243,3442,0.5343890700201832,1,0.07390156807949078,418672,12067,34.69561614320046,223733.74072349013,CONECUH (AL)
ALABAMA,AL,COOSA,01037,DEMOCRAT,1796,5479,Biden,0.3277970432560686,1796,0.3277970432560686,3631,0.6627121737543348,1,0.33491513049826616,202546,10663,18.995217105880148,66393.97992334368,COOSA (AL)
ALABAMA,AL,COOSA,01037,REPUBLICAN,3631,5479,Trump,0.6627121737543348,1796,0.3277970432560686,3631,0.6627121737543348,1,0.33491513049826616,202546,10663,18.995217105880148,134229.6999452455,COOSA (AL)
ALABAMA,AL,COVINGTON,01039,DEMOCRAT,2721,17430,Biden,0.15611015490533564,2721,0.15611015490533564,14586,0.8368330464716007,1,0.6807228915662651,1283429,37049,34.641393829792975,200356.30000000002,COVINGTON (AL)
ALABAMA,AL,COVINGTON,01039,REPUBLICAN,14586,17430,Trump,0.8368330464716007,2721,0.15611015490533564,14586,0.8368330464716007,1,0.6807228915662651,1283429,37049,34.641393829792975,1074015.8,COVINGTON (AL)
ALABAMA,AL,CRENSHAW,01041,DEMOCRAT,1700,6617,Biden,0.2569140093698051,1700,0.2569140093698051,4864,0.7350763185733716,1,0.47816230920356656,462069,13772,33.55133604414755,118711.99939549646,CRENSHAW (AL)
ALABAMA,AL,CRENSHAW,01041,REPUBLICAN,4864,6617,Trump,0.7350763185733716,1700,0.2569140093698051,4864,0.7350763185733716,1,0.47816230920356656,462069,13772,33.55133604414755,339655.97944687924,CRENSHAW (AL)
ALABAMA,AL,CULLMAN,01043,DEMOCRAT,4478,41851,Biden,0.10699863802537574,4478,0.10699863802537574,36880,0.8812214761893383,1,0.7742228381639626,2910219,83768,34.74141677012702,311389.46935557097,CULLMAN (AL)
ALABAMA,AL,CULLMAN,01043,REPUBLICAN,36880,41851,Trump,0.8812214761893383,4478,0.10699863802537574,36880,0.8812214761893383,1,0.7742228381639626,2910219,83768,34.74141677012702,2564547.48321426,CULLMAN (AL)
ALABAMA,AL,DALE,01045,DEMOCRAT,5170,19738,Biden,0.2619313000303982,5170,0.2619313000303982,14303,0.724642820954504,1,0.46271152092410583,2997937,49172,60.96837631172212,785253.535819232,DALE (AL)
ALABAMA,AL,DALE,01045,REPUBLICAN,14303,19738,Trump,0.724642820954504,5170,0.2619313000303982,14303,0.724642820954504,1,0.46271152092410583,2997937,49172,60.96837631172212,2172433.524723883,DALE (AL)
ALABAMA,AL,DALLAS,01047,DEMOCRAT,12230,17864,Biden,0.6846171070309002,12230,0.6846171070309002,5524,0.30922525750111957,0,-0.3753918495297806,1368839,37196,36.800704376814714,937130.5961710704,DALLAS (AL)
ALABAMA,AL,DALLAS,01047,REPUBLICAN,5524,17864,Trump,0.30922525750111957,12230,0.6846171070309002,5524,0.30922525750111957,0,-0.3753918495297806,1368839,37196,36.800704376814714,423279.592252575,DALLAS (AL)
ALABAMA,AL,DEKALB,01049,DEMOCRAT,4281,29356,Biden,0.14583049461779535,4281,0.14583049461779535,24767,0.8436776127537812,1,0.6978471181359858,2081054,71513,29.100359375218492,303481.1341463415,DEKALB (AL)
ALABAMA,AL,DEKALB,01049,REPUBLICAN,24767,29356,Trump,0.8436776127537812,4281,0.14583049461779535,24767,0.8436776127537812,1,0.6978471181359858,2081054,71513,29.100359375218492,1755738.6707317072,DEKALB (AL)
ALABAMA,AL,ELMORE,01051,DEMOCRAT,10367,41030,Biden,0.2526687789422374,10367,0.2526687789422374,30164,0.7351693882524982,1,0.48250060931026084,1968275,81209,24.237153517467277,497321.64087253227,ELMORE (AL)
ALABAMA,AL,ELMORE,01051,REPUBLICAN,30164,41030,Trump,0.7351693882524982,10367,0.2526687789422374,30164,0.7351693882524982,1,0.48250060931026084,1968275,81209,24.237153517467277,1447015.5276626858,ELMORE (AL)
ALABAMA,AL,ESCAMBIA,01053,DEMOCRAT,4918,15910,Biden,0.3091137649277184,4918,0.3091137649277184,10869,0.6831552482715273,1,0.3740414833438089,1353040,36633,36.935003958179784,418243.2884978001,ESCAMBIA (AL)
ALABAMA,AL,ESCAMBIA,01053,REPUBLICAN,10869,15910,Trump,0.6831552482715273,4918,0.3091137649277184,10869,0.6831552482715273,1,0.3740414833438089,1353040,36633,36.935003958179784,924336.3771213073,ESCAMBIA (AL)
ALABAMA,AL,ETOWAH,01055,DEMOCRAT,11567,47728,Biden,0.2423524974857526,11567,0.2423524974857526,35528,0.7443848474689909,1,0.5020323499832383,3348964,102268,32.74693941408847,811629.789389876,ETOWAH (AL)
ALABAMA,AL,ETOWAH,01055,REPUBLICAN,35528,47728,Trump,0.7443848474689909,11567,0.2423524974857526,35528,0.7443848474689909,1,0.5020323499832383,3348964,102268,32.74693941408847,2492918.0563191418,ETOWAH (AL)
ALABAMA,AL,FAYETTE,01057,DEMOCRAT,1395,8766,Biden,0.1591375770020534,1395,0.1591375770020534,7300,0.8327629477526808,1,0.6736253707506275,386218,16302,23.691448901975217,61461.79671457905,FAYETTE (AL)
ALABAMA,AL,FAYETTE,01057,REPUBLICAN,7300,8766,Trump,0.8327629477526808,1395,0.1591375770020534,7300,0.8327629477526808,1,0.6736253707506275,386218,16302,23.691448901975217,321628.0401551449,FAYETTE (AL)
ALABAMA,AL,FRANKLIN,01059,DEMOCRAT,2086,12578,Biden,0.16584512641119414,2086,0.16584512641119414,10376,0.8249324216886628,1,0.6590872952774687,1049427,31362,33.461737134111345,174042.35347432023,FRANKLIN (AL)
ALABAMA,AL,FRANKLIN,01059,REPUBLICAN,10376,12578,Trump,0.8249324216886628,2086,0.16584512641119414,10376,0.8249324216886628,1,0.6590872952774687,1049427,31362,33.461737134111345,865706.3564954683,FRANKLIN (AL)
ALABAMA,AL,GENEVA,01061,DEMOCRAT,1595,12545,Biden,0.12714228776404943,1595,0.12714228776404943,10848,0.8647269828616979,1,0.7375846950976485,589539,26271,22.440676030604088,74955.33718612994,GENEVA (AL)
ALABAMA,AL,GENEVA,01061,REPUBLICAN,10848,12545,Trump,0.8647269828616979,1595,0.12714228776404943,10848,0.8647269828616979,1,0.7375846950976485,589539,26271,22.440676030604088,509790.28074930253,GENEVA (AL)
ALABAMA,AL,GREENE,01063,DEMOCRAT,3884,4775,Biden,0.8134031413612566,3884,0.8134031413612566,875,0.18324607329842932,0,-0.6301570680628272,264592,8111,32.621378375046234,215219.9639790576,GREENE (AL)
ALABAMA,AL,GREENE,01063,REPUBLICAN,875,4775,Trump,0.18324607329842932,3884,0.8134031413612566,875,0.18324607329842932,0,-0.6301570680628272,264592,8111,32.621378375046234,48485.44502617801,GREENE (AL)
ALABAMA,AL,HALE,01065,DEMOCRAT,4663,7900,Biden,0.590253164556962,4663,0.590253164556962,3192,0.4040506329113924,0,-0.18620253164556955,308856,14651,21.080881851068188,182303.23139240505,HALE (AL)
ALABAMA,AL,HALE,01065,REPUBLICAN,3192,7900,Trump,0.4040506329113924,4663,0.590253164556962,3192,0.4040506329113924,0,-0.18620253164556955,308856,14651,21.080881851068188,124793.46227848102,HALE (AL)
ALABAMA,AL,HENRY,01067,DEMOCRAT,2606,9298,Biden,0.2802753280275328,2606,0.2802753280275328,6607,0.7105829210582921,1,0.43030759303075933,464128,17205,26.976344086021506,130083.62744676274,HENRY (AL)
ALABAMA,AL,HENRY,01067,REPUBLICAN,6607,9298,Trump,0.7105829210582921,2606,0.2802753280275328,6607,0.7105829210582921,1,0.43030759303075933,464128,17205,26.976344086021506,329801.429984943,HENRY (AL)
ALABAMA,AL,HOUSTON,01069,DEMOCRAT,12917,46173,Biden,0.27975223615532885,12917,0.27975223615532885,32618,0.7064301648149351,1,0.4266779286596063,5714343,105882,53.96897489658299,1598600.2324085503,HOUSTON (AL)
ALABAMA,AL,HOUSTON,01069,REPUBLICAN,32618,46173,Trump,0.7064301648149351,12917,0.27975223615532885,32618,0.7064301648149351,1,0.4266779286596063,5714343,105882,53.96897489658299,4036784.267299071,HOUSTON (AL)
ALABAMA,AL,JACKSON,01071,DEMOCRAT,3717,23636,Biden,0.15726011169402607,3717,0.15726011169402607,19670,0.8322051108478592,1,0.6749449991538331,1603386,51626,31.057722852826096,252148.6614486377,JACKSON (AL)
